,subject,level,question,maximum_marks,suggested_answer,instructions,students_response,expected_marks
147,Science,Primary 2,What do plants need to grow?,4,"(1m): [sunlight]
 (1m): [water]
 (1m): [air]
 (1m): [nutrients] from the soil", ,"water , sunlight.",2
148,Science,Primary 2,What do plants need to grow?,4,"(1m): [sunlight]
 (1m): [water]
 (1m): [air]
 (1m): [nutrients] from the soil", ,"water , sunlight.",2
149,Science,Primary 2,What do plants need to grow?,4,"(1m): [sunlight]
 (1m): [water]
 (1m): [air]
 (1m): [nutrients] from the soil", ,"water , sunlight.",2
150,Science,Primary 2,What do plants need to grow?,4,"(1m): [sunlight]
 (1m): [water]
 (1m): [air]
 (1m): [nutrients] from the soil", ,"water , sunlight.",2
151,English Language,Secondary 4,"Analyze the theme of sacrifice in ""The Gift of the Magi"".",4,"""The Gift of the Magi"" by O. Henry explores the theme of sacrifice through the story of Della and Jim, a young couple who demonstrate true love by each selling their most prized possession to buy a Christmas gift for the other (1m). This act of selflessness underscores the value of emotional wealth over materialism, as the true worth of their gifts lies in the love and sacrifice behind them, not their material cost (1m). The story's ironic twist, where the gifts become practically useless, emphasizes the importance of giving over the physical gift itself, suggesting that the most meaningful gifts are those of personal sacrifice (1m). O. Henry elevates Della and Jim's actions by comparing them to the Magi, illustrating that wisdom and understanding come from selfless love (1m).", ,"The Gift of the Magi is about the story of a young couple selling their most prized possessions to buy a Christmas gift for one another. Their gifts become useless, emphasising that it is the sacrifice behind the gift giving that is important and not the material value of the gifts themselves.",2
152,English Language,Secondary 4,"Analyze the theme of sacrifice in ""The Gift of the Magi"".",4,"""The Gift of the Magi"" by O. Henry explores the theme of sacrifice through the story of Della and Jim, a young couple who demonstrate true love by each selling their most prized possession to buy a Christmas gift for the other (1m). This act of selflessness underscores the value of emotional wealth over materialism, as the true worth of their gifts lies in the love and sacrifice behind them, not their material cost (1m). The story's ironic twist, where the gifts become practically useless, emphasizes the importance of giving over the physical gift itself, suggesting that the most meaningful gifts are those of personal sacrifice (1m). O. Henry elevates Della and Jim's actions by comparing them to the Magi, illustrating that wisdom and understanding come from selfless love (1m).", ,"The Gift of the Magi is about the story of a young couple selling their most prized possessions to buy a Christmas gift for one another. Their gifts become useless, emphasising that it is the sacrifice behind the gift giving that is important and not the material value of the gifts themselves.",2
153,English Language,Secondary 4,"Analyze the theme of sacrifice in ""The Gift of the Magi"".",4,"""The Gift of the Magi"" by O. Henry explores the theme of sacrifice through the story of Della and Jim, a young couple who demonstrate true love by each selling their most prized possession to buy a Christmas gift for the other (1m). This act of selflessness underscores the value of emotional wealth over materialism, as the true worth of their gifts lies in the love and sacrifice behind them, not their material cost (1m). The story's ironic twist, where the gifts become practically useless, emphasizes the importance of giving over the physical gift itself, suggesting that the most meaningful gifts are those of personal sacrifice (1m). O. Henry elevates Della and Jim's actions by comparing them to the Magi, illustrating that wisdom and understanding come from selfless love (1m).", ,"The Gift of the Magi is about the story of a young couple selling their most prized possessions to buy a Christmas gift for one another. Their gifts become useless, emphasising that it is the sacrifice behind the gift giving that is important and not the material value of the gifts themselves.",2
154,English Language,Secondary 4,"Analyze the theme of sacrifice in ""The Gift of the Magi"".",4,"""The Gift of the Magi"" by O. Henry explores the theme of sacrifice through the story of Della and Jim, a young couple who demonstrate true love by each selling their most prized possession to buy a Christmas gift for the other (1m). This act of selflessness underscores the value of emotional wealth over materialism, as the true worth of their gifts lies in the love and sacrifice behind them, not their material cost (1m). The story's ironic twist, where the gifts become practically useless, emphasizes the importance of giving over the physical gift itself, suggesting that the most meaningful gifts are those of personal sacrifice (1m). O. Henry elevates Della and Jim's actions by comparing them to the Magi, illustrating that wisdom and understanding come from selfless love (1m).", ,"The Gift of the Magi is about the story of a young couple selling their most prized possessions to buy a Christmas gift for one another. Their gifts become useless, emphasising that it is the sacrifice behind the gift giving that is important and not the material value of the gifts themselves.",2
155,English Language,Secondary 4,"Analyze the theme of sacrifice in ""The Gift of the Magi"".",4,"""The Gift of the Magi"" by O. Henry explores the theme of sacrifice through the story of Della and Jim, a young couple who demonstrate true love by each selling their most prized possession to buy a Christmas gift for the other (1m). This act of selflessness underscores the value of emotional wealth over materialism, as the true worth of their gifts lies in the love and sacrifice behind them, not their material cost (1m). The story's ironic twist, where the gifts become practically useless, emphasizes the importance of giving over the physical gift itself, suggesting that the most meaningful gifts are those of personal sacrifice (1m). O. Henry elevates Della and Jim's actions by comparing them to the Magi, illustrating that wisdom and understanding come from selfless love (1m).", ,"The Gift of the Magi is about the story of a young couple selling their most prized possessions to buy a Christmas gift for one another. Their gifts become useless, emphasising that it is the sacrifice behind the gift giving that is important and not the material value of the gifts themselves.",2
156,English Language,Secondary 4,"Analyze the theme of sacrifice in ""The Gift of the Magi"".",4,"""The Gift of the Magi"" by O. Henry explores the theme of sacrifice through the story of Della and Jim, a young couple who demonstrate true love by each selling their most prized possession to buy a Christmas gift for the other (1m). This act of selflessness underscores the value of emotional wealth over materialism, as the true worth of their gifts lies in the love and sacrifice behind them, not their material cost (1m). The story's ironic twist, where the gifts become practically useless, emphasizes the importance of giving over the physical gift itself, suggesting that the most meaningful gifts are those of personal sacrifice (1m). O. Henry elevates Della and Jim's actions by comparing them to the Magi, illustrating that wisdom and understanding come from selfless love (1m).", ,"The Gift of the Magi is about the story of a young couple selling their most prized possessions to buy a Christmas gift for one another. Their gifts become useless, emphasising that it is the sacrifice behind the gift giving that is important and not the material value of the gifts themselves.",2
157,English Language,Secondary 4,"Analyze the theme of sacrifice in ""The Gift of the Magi"".",4,"""The Gift of the Magi"" by O. Henry explores the theme of sacrifice through the story of Della and Jim, a young couple who demonstrate true love by each selling their most prized possession to buy a Christmas gift for the other (1m). This act of selflessness underscores the value of emotional wealth over materialism, as the true worth of their gifts lies in the love and sacrifice behind them, not their material cost (1m). The story's ironic twist, where the gifts become practically useless, emphasizes the importance of giving over the physical gift itself, suggesting that the most meaningful gifts are those of personal sacrifice (1m). O. Henry elevates Della and Jim's actions by comparing them to the Magi, illustrating that wisdom and understanding come from selfless love (1m).", ,"The Gift of the Magi is about the story of a young couple selling their most prized possessions to buy a Christmas gift for one another. Their gifts become useless, emphasising that it is the sacrifice behind the gift giving that is important and not the material value of the gifts themselves.",2
158,English Language,Secondary 4,"Analyze the theme of sacrifice in ""The Gift of the Magi"".",4,"""The Gift of the Magi"" by O. Henry explores the theme of sacrifice through the story of Della and Jim, a young couple who demonstrate true love by each selling their most prized possession to buy a Christmas gift for the other (1m). This act of selflessness underscores the value of emotional wealth over materialism, as the true worth of their gifts lies in the love and sacrifice behind them, not their material cost (1m). The story's ironic twist, where the gifts become practically useless, emphasizes the importance of giving over the physical gift itself, suggesting that the most meaningful gifts are those of personal sacrifice (1m). O. Henry elevates Della and Jim's actions by comparing them to the Magi, illustrating that wisdom and understanding come from selfless love (1m).", ,"The Gift of the Magi is about the story of a young couple selling their most prized possessions to buy a Christmas gift for one another. Their gifts become useless, emphasising that it is the sacrifice behind the gift giving that is important and not the material value of the gifts themselves.",2
159,English Language,Secondary 4,"Analyze the theme of sacrifice in ""The Gift of the Magi"".",4,"""The Gift of the Magi"" by O. Henry explores the theme of sacrifice through the story of Della and Jim, a young couple who demonstrate true love by each selling their most prized possession to buy a Christmas gift for the other (1m). This act of selflessness underscores the value of emotional wealth over materialism, as the true worth of their gifts lies in the love and sacrifice behind them, not their material cost (1m). The story's ironic twist, where the gifts become practically useless, emphasizes the importance of giving over the physical gift itself, suggesting that the most meaningful gifts are those of personal sacrifice (1m). O. Henry elevates Della and Jim's actions by comparing them to the Magi, illustrating that wisdom and understanding come from selfless love (1m).", ,"The Gift of the Magi is about the story of a young couple selling their most prized possessions to buy a Christmas gift for one another. Their gifts become useless, emphasising that it is the sacrifice behind the gift giving that is important and not the material value of the gifts themselves.",2
160,English Language,Secondary 4,"Analyze the theme of sacrifice in ""The Gift of the Magi"".",4,"""The Gift of the Magi"" by O. Henry explores the theme of sacrifice through the story of Della and Jim, a young couple who demonstrate true love by each selling their most prized possession to buy a Christmas gift for the other (1m). This act of selflessness underscores the value of emotional wealth over materialism, as the true worth of their gifts lies in the love and sacrifice behind them, not their material cost (1m). The story's ironic twist, where the gifts become practically useless, emphasizes the importance of giving over the physical gift itself, suggesting that the most meaningful gifts are those of personal sacrifice (1m). O. Henry elevates Della and Jim's actions by comparing them to the Magi, illustrating that wisdom and understanding come from selfless love (1m).", ,"The Gift of the Magi is about the story of a young couple selling their most prized possessions to buy a Christmas gift for one another. Their gifts become useless, emphasising that it is the sacrifice behind the gift giving that is important and not the material value of the gifts themselves.",2
161,Science,Secondary 3,Explain the law of conservation of mass.,2,The law of conservation of mass states that mass in an isolated system is neither created nor destroyed (1m) by chemical reactions or physical transformations (1m)., ,Mass is the same before and after a reaction.,0
162,Science,Secondary 3,Explain the law of conservation of mass.,2,The law of conservation of mass states that mass in an isolated system is neither created nor destroyed (1m) by chemical reactions or physical transformations (1m)., ,Mass is the same before and after a reaction.,0
163,Science,Secondary 3,Explain the law of conservation of mass.,2,The law of conservation of mass states that mass in an isolated system is neither created nor destroyed (1m) by chemical reactions or physical transformations (1m)., ,Mass is the same before and after a reaction.,0
164,Science,Secondary 3,Explain the law of conservation of mass.,2,The law of conservation of mass states that mass in an isolated system is neither created nor destroyed (1m) by chemical reactions or physical transformations (1m)., ,Mass is the same before and after a reaction.,0
165,Science,Secondary 3,Explain the law of conservation of mass.,2,The law of conservation of mass states that mass in an isolated system is neither created nor destroyed (1m) by chemical reactions or physical transformations (1m)., ,Mass is the same before and after a reaction.,0
166,Science,Secondary 3,Explain the law of conservation of mass.,2,The law of conservation of mass states that mass in an isolated system is neither created nor destroyed (1m) by chemical reactions or physical transformations (1m)., ,Mass is the same before and after a reaction.,0
167,Science,Secondary 3,Explain the law of conservation of mass.,2,The law of conservation of mass states that mass in an isolated system is neither created nor destroyed (1m) by chemical reactions or physical transformations (1m)., ,Mass is the same before and after a reaction.,0
168,Science,Secondary 3,Explain the law of conservation of mass.,2,The law of conservation of mass states that mass in an isolated system is neither created nor destroyed (1m) by chemical reactions or physical transformations (1m)., ,Mass is the same before and after a reaction.,0
169,Science,Secondary 3,Explain the law of conservation of mass.,2,The law of conservation of mass states that mass in an isolated system is neither created nor destroyed (1m) by chemical reactions or physical transformations (1m)., ,Mass is the same before and after a reaction.,0
170,Science,Secondary 3,Explain the law of conservation of mass.,2,The law of conservation of mass states that mass in an isolated system is neither created nor destroyed (1m) by chemical reactions or physical transformations (1m)., ,Mass is the same before and after a reaction.,0
171,Cyberwellness,Secondary 2,Explain how individuals can protect themselves from cybersecurity threats.,7,"(1 mark): Individuals can set up [strong passwords] to strengthen their online security.
 (1 mark): These passwords should be [changed regularly].
 (1 mark): These passwords should not be made up of common words / have personal information.
 (1 mark): This is so that other people would not be able to easily guess their passwords and hack into their accounts.
 (1 mark): Individuals can also install firewalls / anti-virus programs.
 (1 mark): Firewalls / anti-virus programs can protect their computers against malware / spyware.
 (1 mark): Individuals should not click on any links from [suspicious source] / [unknown sources].
 (1 mark): Clicking on unverified links may result in them downloading malware and giving hackers access to their devices.", ,Individuals can set up strong passwords to strengthen their online security. These passwords should be changed regularly and should not be made up of common words or personal information.,3
172,Cyberwellness,Secondary 2,Explain how individuals can protect themselves from cybersecurity threats.,7,"(1 mark): Individuals can set up [strong passwords] to strengthen their online security.
 (1 mark): These passwords should be [changed regularly].
 (1 mark): These passwords should not be made up of common words / have personal information.
 (1 mark): This is so that other people would not be able to easily guess their passwords and hack into their accounts.
 (1 mark): Individuals can also install firewalls / anti-virus programs.
 (1 mark): Firewalls / anti-virus programs can protect their computers against malware / spyware.
 (1 mark): Individuals should not click on any links from [suspicious source] / [unknown sources].
 (1 mark): Clicking on unverified links may result in them downloading malware and giving hackers access to their devices.", ,Individuals can set up strong passwords to strengthen their online security. These passwords should be changed regularly and should not be made up of common words or personal information.,3
173,Cyberwellness,Secondary 2,Explain how individuals can protect themselves from cybersecurity threats.,7,"(1 mark): Individuals can set up [strong passwords] to strengthen their online security.
 (1 mark): These passwords should be [changed regularly].
 (1 mark): These passwords should not be made up of common words / have personal information.
 (1 mark): This is so that other people would not be able to easily guess their passwords and hack into their accounts.
 (1 mark): Individuals can also install firewalls / anti-virus programs.
 (1 mark): Firewalls / anti-virus programs can protect their computers against malware / spyware.
 (1 mark): Individuals should not click on any links from [suspicious source] / [unknown sources].
 (1 mark): Clicking on unverified links may result in them downloading malware and giving hackers access to their devices.", ,Individuals can set up strong passwords to strengthen their online security. These passwords should be changed regularly and should not be made up of common words or personal information.,3
174,Cyberwellness,Secondary 2,Explain how individuals can protect themselves from cybersecurity threats.,7,"(1 mark): Individuals can set up [strong passwords] to strengthen their online security.
 (1 mark): These passwords should be [changed regularly].
 (1 mark): These passwords should not be made up of common words / have personal information.
 (1 mark): This is so that other people would not be able to easily guess their passwords and hack into their accounts.
 (1 mark): Individuals can also install firewalls / anti-virus programs.
 (1 mark): Firewalls / anti-virus programs can protect their computers against malware / spyware.
 (1 mark): Individuals should not click on any links from [suspicious source] / [unknown sources].
 (1 mark): Clicking on unverified links may result in them downloading malware and giving hackers access to their devices.", ,Individuals can set up strong passwords to strengthen their online security. These passwords should be changed regularly and should not be made up of common words or personal information.,3
175,Cyberwellness,Secondary 2,Explain how individuals can protect themselves from cybersecurity threats.,7,"(1 mark): Individuals can set up [strong passwords] to strengthen their online security.
 (1 mark): These passwords should be [changed regularly].
 (1 mark): These passwords should not be made up of common words / have personal information.
 (1 mark): This is so that other people would not be able to easily guess their passwords and hack into their accounts.
 (1 mark): Individuals can also install firewalls / anti-virus programs.
 (1 mark): Firewalls / anti-virus programs can protect their computers against malware / spyware.
 (1 mark): Individuals should not click on any links from [suspicious source] / [unknown sources].
 (1 mark): Clicking on unverified links may result in them downloading malware and giving hackers access to their devices.", ,Individuals can set up strong passwords to strengthen their online security. These passwords should be changed regularly and should not be made up of common words or personal information.,3
176,Cyberwellness,Secondary 2,Explain how individuals can protect themselves from cybersecurity threats.,7,"(1 mark): Individuals can set up [strong passwords] to strengthen their online security.
 (1 mark): These passwords should be [changed regularly].
 (1 mark): These passwords should not be made up of common words / have personal information.
 (1 mark): This is so that other people would not be able to easily guess their passwords and hack into their accounts.
 (1 mark): Individuals can also install firewalls / anti-virus programs.
 (1 mark): Firewalls / anti-virus programs can protect their computers against malware / spyware.
 (1 mark): Individuals should not click on any links from [suspicious source] / [unknown sources].
 (1 mark): Clicking on unverified links may result in them downloading malware and giving hackers access to their devices.", ,Individuals can set up strong passwords to strengthen their online security. These passwords should be changed regularly and should not be made up of common words or personal information.,3
177,Cyberwellness,Secondary 2,Explain how individuals can protect themselves from cybersecurity threats.,7,"(1 mark): Individuals can set up [strong passwords] to strengthen their online security.
 (1 mark): These passwords should be [changed regularly].
 (1 mark): These passwords should not be made up of common words / have personal information.
 (1 mark): This is so that other people would not be able to easily guess their passwords and hack into their accounts.
 (1 mark): Individuals can also install firewalls / anti-virus programs.
 (1 mark): Firewalls / anti-virus programs can protect their computers against malware / spyware.
 (1 mark): Individuals should not click on any links from [suspicious source] / [unknown sources].
 (1 mark): Clicking on unverified links may result in them downloading malware and giving hackers access to their devices.", ,Individuals can set up strong passwords to strengthen their online security. These passwords should be changed regularly and should not be made up of common words or personal information.,3
178,Cyberwellness,Secondary 2,Explain how individuals can protect themselves from cybersecurity threats.,7,"(1 mark): Individuals can set up [strong passwords] to strengthen their online security.
 (1 mark): These passwords should be [changed regularly].
 (1 mark): These passwords should not be made up of common words / have personal information.
 (1 mark): This is so that other people would not be able to easily guess their passwords and hack into their accounts.
 (1 mark): Individuals can also install firewalls / anti-virus programs.
 (1 mark): Firewalls / anti-virus programs can protect their computers against malware / spyware.
 (1 mark): Individuals should not click on any links from [suspicious source] / [unknown sources].
 (1 mark): Clicking on unverified links may result in them downloading malware and giving hackers access to their devices.", ,Individuals can set up strong passwords to strengthen their online security. These passwords should be changed regularly and should not be made up of common words or personal information.,3
179,Cyberwellness,Secondary 2,Explain how individuals can protect themselves from cybersecurity threats.,7,"(1 mark): Individuals can set up [strong passwords] to strengthen their online security.
 (1 mark): These passwords should be [changed regularly].
 (1 mark): These passwords should not be made up of common words / have personal information.
 (1 mark): This is so that other people would not be able to easily guess their passwords and hack into their accounts.
 (1 mark): Individuals can also install firewalls / anti-virus programs.
 (1 mark): Firewalls / anti-virus programs can protect their computers against malware / spyware.
 (1 mark): Individuals should not click on any links from [suspicious source] / [unknown sources].
 (1 mark): Clicking on unverified links may result in them downloading malware and giving hackers access to their devices.", ,Individuals can set up strong passwords to strengthen their online security. These passwords should be changed regularly and should not be made up of common words or personal information.,3
180,Cyberwellness,Secondary 2,Explain how individuals can protect themselves from cybersecurity threats.,7,"(1 mark): Individuals can set up [strong passwords] to strengthen their online security.
 (1 mark): These passwords should be [changed regularly].
 (1 mark): These passwords should not be made up of common words / have personal information.
 (1 mark): This is so that other people would not be able to easily guess their passwords and hack into their accounts.
 (1 mark): Individuals can also install firewalls / anti-virus programs.
 (1 mark): Firewalls / anti-virus programs can protect their computers against malware / spyware.
 (1 mark): Individuals should not click on any links from [suspicious source] / [unknown sources].
 (1 mark): Clicking on unverified links may result in them downloading malware and giving hackers access to their devices.", ,Individuals can set up strong passwords to strengthen their online security. These passwords should be changed regularly and should not be made up of common words or personal information.,3
181,Physics,Secondary 3,Explain how the circuit breaker breaks the circuit.,3,"(1 mark): The current flowing through the coil causes it to become an electromagnet, which exerts a [downward] / [attracting] / [pulling] force on the iron arm.  (1 mark): The magnetic force becomes greater as the current flowing through the coil increases. (1 mark): When the current increases beyond 30 A, the force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.", ,"The current flowing through the coil turn it into an electromagnet, which exerts a  force on the iron arm. The force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.",1
182,Physics,Secondary 3,Explain how the circuit breaker breaks the circuit.,3,"(1 mark): The current flowing through the coil causes it to become an electromagnet, which exerts a [downward] / [attracting] / [pulling] force on the iron arm.  (1 mark): The magnetic force becomes greater as the current flowing through the coil increases. (1 mark): When the current increases beyond 30 A, the force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.", ,"The current flowing through the coil turn it into an electromagnet, which exerts a  force on the iron arm. The force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.",1
183,Physics,Secondary 3,Explain how the circuit breaker breaks the circuit.,3,"(1 mark): The current flowing through the coil causes it to become an electromagnet, which exerts a [downward] / [attracting] / [pulling] force on the iron arm.  (1 mark): The magnetic force becomes greater as the current flowing through the coil increases. (1 mark): When the current increases beyond 30 A, the force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.", ,"The current flowing through the coil turn it into an electromagnet, which exerts a  force on the iron arm. The force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.",1
184,Physics,Secondary 3,Explain how the circuit breaker breaks the circuit.,3,"(1 mark): The current flowing through the coil causes it to become an electromagnet, which exerts a [downward] / [attracting] / [pulling] force on the iron arm.  (1 mark): The magnetic force becomes greater as the current flowing through the coil increases. (1 mark): When the current increases beyond 30 A, the force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.", ,"The current flowing through the coil turn it into an electromagnet, which exerts a  force on the iron arm. The force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.",1
185,Physics,Secondary 3,Explain how the circuit breaker breaks the circuit.,3,"(1 mark): The current flowing through the coil causes it to become an electromagnet, which exerts a [downward] / [attracting] / [pulling] force on the iron arm.  (1 mark): The magnetic force becomes greater as the current flowing through the coil increases. (1 mark): When the current increases beyond 30 A, the force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.", ,"The current flowing through the coil turn it into an electromagnet, which exerts a  force on the iron arm. The force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.",1
186,Physics,Secondary 3,Explain how the circuit breaker breaks the circuit.,3,"(1 mark): The current flowing through the coil causes it to become an electromagnet, which exerts a [downward] / [attracting] / [pulling] force on the iron arm.  (1 mark): The magnetic force becomes greater as the current flowing through the coil increases. (1 mark): When the current increases beyond 30 A, the force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.", ,"The current flowing through the coil turn it into an electromagnet, which exerts a  force on the iron arm. The force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.",1
187,Physics,Secondary 3,Explain how the circuit breaker breaks the circuit.,3,"(1 mark): The current flowing through the coil causes it to become an electromagnet, which exerts a [downward] / [attracting] / [pulling] force on the iron arm.  (1 mark): The magnetic force becomes greater as the current flowing through the coil increases. (1 mark): When the current increases beyond 30 A, the force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.", ,"The current flowing through the coil turn it into an electromagnet, which exerts a  force on the iron arm. The force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.",1
188,Physics,Secondary 3,Explain how the circuit breaker breaks the circuit.,3,"(1 mark): The current flowing through the coil causes it to become an electromagnet, which exerts a [downward] / [attracting] / [pulling] force on the iron arm.  (1 mark): The magnetic force becomes greater as the current flowing through the coil increases. (1 mark): When the current increases beyond 30 A, the force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.", ,"The current flowing through the coil turn it into an electromagnet, which exerts a  force on the iron arm. The force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.",1
189,Physics,Secondary 3,Explain how the circuit breaker breaks the circuit.,3,"(1 mark): The current flowing through the coil causes it to become an electromagnet, which exerts a [downward] / [attracting] / [pulling] force on the iron arm.  (1 mark): The magnetic force becomes greater as the current flowing through the coil increases. (1 mark): When the current increases beyond 30 A, the force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.", ,"The current flowing through the coil turn it into an electromagnet, which exerts a  force on the iron arm. The force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.",1
190,Physics,Secondary 3,Explain how the circuit breaker breaks the circuit.,3,"(1 mark): The current flowing through the coil causes it to become an electromagnet, which exerts a [downward] / [attracting] / [pulling] force on the iron arm.  (1 mark): The magnetic force becomes greater as the current flowing through the coil increases. (1 mark): When the current increases beyond 30 A, the force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.", ,"The current flowing through the coil turn it into an electromagnet, which exerts a  force on the iron arm. The force becomes great enough to separate the lower contact from the upper contact, thereby breaking the circuit.",1
191,Science,Secondary 1,Explain the process of photosynthesis.,4,Photosynthesis is the process by which green plants use sunlight(1m) to synthesize foods(1m) from CO2(1m) and water (1m).,,Plants make food using sunlight and water.,3
192,Science,Secondary 1,Explain the process of photosynthesis.,4,Photosynthesis is the process by which green plants use sunlight(1m) to synthesize foods(1m) from CO2(1m) and water (1m).,,Plants make food using sunlight and water.,3
193,Science,Secondary 1,Explain the process of photosynthesis.,4,Photosynthesis is the process by which green plants use sunlight(1m) to synthesize foods(1m) from CO2(1m) and water (1m).,,Plants make food using sunlight and water.,3
194,Science,Secondary 1,Explain the process of photosynthesis.,4,Photosynthesis is the process by which green plants use sunlight(1m) to synthesize foods(1m) from CO2(1m) and water (1m).,,Plants make food using sunlight and water.,3
195,Science,Secondary 1,Explain the process of photosynthesis.,4,Photosynthesis is the process by which green plants use sunlight(1m) to synthesize foods(1m) from CO2(1m) and water (1m).,,Plants make food using sunlight and water.,3
196,Science,Secondary 1,Explain the process of photosynthesis.,4,Photosynthesis is the process by which green plants use sunlight(1m) to synthesize foods(1m) from CO2(1m) and water (1m).,,Plants make food using sunlight and water.,3
197,Science,Secondary 1,Explain the process of photosynthesis.,4,Photosynthesis is the process by which green plants use sunlight(1m) to synthesize foods(1m) from CO2(1m) and water (1m).,,Plants make food using sunlight and water.,3
198,Science,Secondary 1,Explain the process of photosynthesis.,4,Photosynthesis is the process by which green plants use sunlight(1m) to synthesize foods(1m) from CO2(1m) and water (1m).,,Plants make food using sunlight and water.,3
199,Science,Secondary 1,Explain the process of photosynthesis.,4,Photosynthesis is the process by which green plants use sunlight(1m) to synthesize foods(1m) from CO2(1m) and water (1m).,,Plants make food using sunlight and water.,3
200,Science,Secondary 1,Explain the process of photosynthesis.,4,Photosynthesis is the process by which green plants use sunlight(1m) to synthesize foods(1m) from CO2(1m) and water (1m).,,Plants make food using sunlight and water.,3
